resource,task_id,start_s,end_s,source_function
battery:C-B03,SENS24-017,8459.679915417899,11220.02585587375,eval_A.battery_interval
transport:U07,SENS24-018,9540.97439490134,10904.4076343945,eval_A.transport_interval
service:S001,SENS24-018,10267.87601464792,10591.87601464792,eval_A.service_interval
battery:C-B02,SENS24-018,9540.97439490134,12391.04635611157,eval_A.battery_interval
transport:U06,SENS24-019,5385.301904198814,7145.224992896583,eval_A.transport_interval
service:S002,SENS24-019,6337.203448547698,6547.203448547698,eval_A.service_interval
battery:B-B04,SENS24-019,5385.301904198814,8838.340739686391,eval_A.battery_interval
transport:U05,SENS24-020,6562.782314711138,8583.112180265052,eval_A.transport_interval
service:S003,SENS24-020,7640.920580821427,7850.920580821427,eval_A.service_interval
battery:B-B01,SENS24-020,6562.782314711138,10300.036485988816,eval_A.battery_interval
transport:U08,SENS24-021,9823.11315491106,12061.01106652617,eval_A.transport_interval
service:S003,SENS24-021,10982.522110718615,11270.522110718615,eval_A.service_interval
battery:C-B04,SENS24-021,9823.11315491106,14285.209145797646,eval_A.battery_interval
transport:U07,SENS24-022,10904.4076343945,13011.595610476465,eval_A.transport_interval
service:S004,SENS24-022,12003.971622435483,12291.971622435483,eval_A.service_interval
battery:C-B01,SENS24-022,10904.4076343945,15256.198753976287,eval_A.battery_interval
transport:U08,SENS24-023,12061.01106652617,13743.05698646235,eval_A.transport_interval
service:S005,SENS24-023,12949.66902649426,13237.66902649426,eval_A.service_interval
battery:C-B03,SENS24-023,12061.01106652617,15544.861309741684,eval_A.battery_interval
transport:U07,SENS24-024,13011.595610476465,14374.458247196431,eval_A.transport_interval
service:S006,SENS24-024,13734.671928836447,14022.671928836447,eval_A.service_interval
battery:C-B02,SENS24-024,13011.595610476465,15798.82563945434,eval_A.battery_interval
