interval_id,t_start,t_end,phase,start_xyz,end_xyz,crossed_dem_cells,partition_reason
409,873.88927813009,875.0201294936851,return_cruise,"[11180336.221954884, 2559865.184587363, 273.0566101074219]","[11180329.205843197, 2559849.74082622, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
410,875.0201294936851,875.4872858108781,return_cruise,"[11180329.205843197, 2559849.74082622, 273.0566101074219]","[11180326.307477415, 2559843.3609863827, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
411,875.4872858108781,875.9544421280712,return_cruise,"[11180326.307477415, 2559843.3609863827, 273.0566101074219]","[11180323.409111632, 2559836.981146545, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
412,875.9544421280712,876.6181371745022,return_cruise,"[11180323.409111632, 2559836.981146545, 273.0566101074219]","[11180319.291365726, 2559827.917225239, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
413,876.6181371745022,877.2818322209332,return_cruise,"[11180319.291365726, 2559827.917225239, 273.0566101074219]","[11180315.17361982, 2559818.853303932, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
414,877.2818322209332,878.4126835845283,return_cruise,"[11180315.17361982, 2559818.853303932, 273.0566101074219]","[11180308.157508131, 2559803.4095427888, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
415,878.4126835845283,879.5435349481234,return_cruise,"[11180308.157508131, 2559803.4095427888, 273.0566101074219]","[11180301.141396446, 2559787.9657816454, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
416,879.5435349481234,880.0401769619932,return_cruise,"[11180301.141396446, 2559787.9657816454, 273.0566101074219]","[11180298.06009332, 2559781.1832628436, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
417,880.0401769619932,880.5368189758631,return_cruise,"[11180298.06009332, 2559781.1832628436, 273.0566101074219]","[11180294.978790198, 2559774.400744041, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
418,880.5368189758631,881.1710283255883,return_cruise,"[11180294.978790198, 2559774.400744041, 273.0566101074219]","[11180291.043981634, 2559765.7395017, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
419,881.1710283255883,881.8052376753135,return_cruise,"[11180291.043981634, 2559765.7395017, 273.0566101074219]","[11180287.109173069, 2559757.0782593586, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
420,881.8052376753135,882.9360890389376,return_cruise,"[11180287.109173069, 2559757.0782593586, 273.0566101074219]","[11180280.093061382, 2559741.634498215, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
421,882.9360890389376,884.0669404025616,return_cruise,"[11180280.093061382, 2559741.634498215, 273.0566101074219]","[11180273.076949691, 2559726.190737071, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
422,884.0669404025616,884.5930681128739,return_cruise,"[11180273.076949691, 2559726.190737071, 273.0566101074219]","[11180269.81270923, 2559719.0055393074, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
423,884.5930681128739,885.1191958231861,return_cruise,"[11180269.81270923, 2559719.0055393074, 273.0566101074219]","[11180266.548468769, 2559711.8203415433, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
424,885.1191958231861,885.723919476469,return_cruise,"[11180266.548468769, 2559711.8203415433, 273.0566101074219]","[11180262.79659754, 2559703.5617781635, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
425,885.723919476469,886.3286431297518,return_cruise,"[11180262.79659754, 2559703.5617781635, 273.0566101074219]","[11180259.044726316, 2559695.3032147842, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
426,886.3286431297518,887.4594944933468,return_cruise,"[11180259.044726316, 2559695.3032147842, 273.0566101074219]","[11180252.028614629, 2559679.8594536404, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
427,887.4594944933468,888.5903458569419,return_cruise,"[11180252.028614629, 2559679.8594536404, 273.0566101074219]","[11180245.012502939, 2559664.415692497, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
428,888.5903458569419,889.1459592637254,return_cruise,"[11180245.012502939, 2559664.415692497, 273.0566101074219]","[11180241.56532514, 2559656.827815771, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
429,889.1459592637254,889.701572670509,return_cruise,"[11180241.56532514, 2559656.827815771, 273.0566101074219]","[11180238.118147338, 2559649.239939045, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
430,889.701572670509,890.2768106273494,return_cruise,"[11180238.118147338, 2559649.239939045, 273.0566101074219]","[11180234.54921345, 2559641.3840546273, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
431,890.2768106273494,890.8520485841898,return_cruise,"[11180234.54921345, 2559641.3840546273, 273.0566101074219]","[11180230.980279565, 2559633.52817021, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
432,890.8520485841898,891.9828999477849,return_cruise,"[11180230.980279565, 2559633.52817021, 273.0566101074219]","[11180223.964167876, 2559618.0844090665, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
433,891.9828999477849,893.1137513113799,return_cruise,"[11180223.964167876, 2559618.0844090665, 273.0566101074219]","[11180216.948056187, 2559602.6406479226, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
434,893.1137513113799,893.6988504148403,return_cruise,"[11180216.948056187, 2559602.6406479226, 273.0566101074219]","[11180213.317941045, 2559594.650092232, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
435,893.6988504148403,894.2839495183007,return_cruise,"[11180213.317941045, 2559594.650092232, 273.0566101074219]","[11180209.687825903, 2559586.659536541, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
436,894.2839495183007,894.8297017784498,return_cruise,"[11180209.687825903, 2559586.659536541, 273.0566101074219]","[11180206.301829357, 2559579.206331088, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
437,894.8297017784498,895.375454038599,return_cruise,"[11180206.301829357, 2559579.206331088, 273.0566101074219]","[11180202.915832812, 2559571.753125636, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
438,895.375454038599,896.5063054022086,return_cruise,"[11180202.915832812, 2559571.753125636, 273.0566101074219]","[11180195.899721123, 2559556.309364492, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
439,896.5063054022086,897.6371567658182,return_cruise,"[11180195.899721123, 2559556.309364492, 273.0566101074219]","[11180188.883609435, 2559540.8656033487, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
440,897.6371567658182,898.251741565721,return_cruise,"[11180188.883609435, 2559540.8656033487, 273.0566101074219]","[11180185.070556955, 2559532.472368696, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
441,898.251741565721,898.8663263656238,return_cruise,"[11180185.070556955, 2559532.472368696, 273.0566101074219]","[11180181.257504473, 2559524.079134043, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
442,898.8663263656238,899.382592929316,return_cruise,"[11180181.257504473, 2559524.079134043, 273.0566101074219]","[11180178.054445267, 2559517.0286075524, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
443,899.382592929316,899.8988594930083,return_cruise,"[11180178.054445267, 2559517.0286075524, 273.0566101074219]","[11180174.85138606, 2559509.9780810615, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
444,899.8988594930083,901.0297108566324,return_cruise,"[11180174.85138606, 2559509.9780810615, 273.0566101074219]","[11180167.83527437, 2559494.5343199177, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
445,901.0297108566324,902.1605622202565,return_cruise,"[11180167.83527437, 2559494.5343199177, 273.0566101074219]","[11180160.819162684, 2559479.0905587743, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
446,902.1605622202565,902.8046327166016,return_cruise,"[11180160.819162684, 2559479.0905587743, 273.0566101074219]","[11180156.823172864, 2559470.29464516, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
447,902.8046327166016,903.4487032129468,return_cruise,"[11180156.823172864, 2559470.29464516, 273.0566101074219]","[11180152.827183044, 2559461.498731545, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
448,903.4487032129468,903.9354840801967,return_cruise,"[11180152.827183044, 2559461.498731545, 273.0566101074219]","[11180149.807061175, 2559454.850884016, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
449,903.9354840801967,904.4222649474466,return_cruise,"[11180149.807061175, 2559454.850884016, 273.0566101074219]","[11180146.786939308, 2559448.203036487, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
450,904.4222649474466,905.5531163110417,return_cruise,"[11180146.786939308, 2559448.203036487, 273.0566101074219]","[11180139.77082762, 2559432.7592753437, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
451,905.5531163110417,906.6839676746367,return_cruise,"[11180139.77082762, 2559432.7592753437, 273.0566101074219]","[11180132.75471593, 2559417.3155142004, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
452,906.6839676746367,907.3575238676877,return_cruise,"[11180132.75471593, 2559417.3155142004, 273.0566101074219]","[11180128.57578877, 2559408.1169216204, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
453,907.3575238676877,908.0310800607388,return_cruise,"[11180128.57578877, 2559408.1169216204, 273.0566101074219]","[11180124.39686161, 2559398.9183290405, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
454,908.0310800607388,908.4883752313118,return_cruise,"[11180124.39686161, 2559398.9183290405, 273.0566101074219]","[11180121.559677081, 2559392.6731604766, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
455,908.4883752313118,908.9456704018849,return_cruise,"[11180121.559677081, 2559392.6731604766, 273.0566101074219]","[11180118.722492553, 2559386.427991913, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
456,908.9456704018849,910.0765217654799,return_cruise,"[11180118.722492553, 2559386.427991913, 273.0566101074219]","[11180111.706380868, 2559370.9842307693, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
457,910.0765217654799,911.207373129075,return_cruise,"[11180111.706380868, 2559370.9842307693, 273.0566101074219]","[11180104.69026918, 2559355.540469626, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
458,911.207373129075,911.9104150185683,return_cruise,"[11180104.69026918, 2559355.540469626, 273.0566101074219]","[11180100.32840468, 2559345.939198084, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
459,911.9104150185683,912.6134569080617,return_cruise,"[11180100.32840468, 2559345.939198084, 273.0566101074219]","[11180095.966540178, 2559336.337926543, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
460,912.6134569080617,913.0412663821779,return_cruise,"[11180095.966540178, 2559336.337926543, 273.0566101074219]","[11180093.312292991, 2559330.4954369413, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
461,913.0412663821779,913.4690758562941,return_cruise,"[11180093.312292991, 2559330.4954369413, 273.0566101074219]","[11180090.658045802, 2559324.6529473388, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
462,913.4690758562941,914.5999272199037,return_cruise,"[11180090.658045802, 2559324.6529473388, 273.0566101074219]","[11180083.641934115, 2559309.209186196, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
463,914.5999272199037,915.7307785835134,return_cruise,"[11180083.641934115, 2559309.209186196, 273.0566101074219]","[11180076.625822427, 2559293.7654250516, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
464,915.7307785835134,916.4633061694492,return_cruise,"[11180076.625822427, 2559293.7654250516, 273.0566101074219]","[11180072.081020588, 2559283.7614745484, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
465,916.4633061694492,917.1958337553849,return_cruise,"[11180072.081020588, 2559283.7614745484, 273.0566101074219]","[11180067.536218746, 2559273.7575240447, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
466,917.1958337553849,917.5941575330443,return_cruise,"[11180067.536218746, 2559273.7575240447, 273.0566101074219]","[11180065.0649089, 2559268.317713405, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
467,917.5941575330443,917.9924813107036,return_cruise,"[11180065.0649089, 2559268.317713405, 273.0566101074219]","[11180062.593599051, 2559262.877902765, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
468,917.9924813107036,919.1233326743277,return_cruise,"[11180062.593599051, 2559262.877902765, 273.0566101074219]","[11180055.577487363, 2559247.434141621, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
469,919.1233326743277,920.2541840379517,return_cruise,"[11180055.577487363, 2559247.434141621, 273.0566101074219]","[11180048.561375674, 2559231.990380477, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
470,920.2541840379517,921.0161973205644,return_cruise,"[11180048.561375674, 2559231.990380477, 273.0566101074219]","[11180043.833636496, 2559221.583751009, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
471,921.0161973205644,921.7782106031771,return_cruise,"[11180043.833636496, 2559221.583751009, 273.0566101074219]","[11180039.105897315, 2559211.177121541, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
472,921.7782106031771,922.1470486841596,return_cruise,"[11180039.105897315, 2559211.177121541, 273.0566101074219]","[11180036.817524806, 2559206.139989866, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
473,922.1470486841596,922.5158867651421,return_cruise,"[11180036.817524806, 2559206.139989866, 273.0566101074219]","[11180034.529152298, 2559201.102858191, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
474,922.5158867651421,923.6467381287372,return_cruise,"[11180034.529152298, 2559201.102858191, 273.0566101074219]","[11180027.51304061, 2559185.659097047, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
475,923.6467381287372,924.7775894923323,return_cruise,"[11180027.51304061, 2559185.659097047, 273.0566101074219]","[11180020.496928923, 2559170.2153359037, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
476,924.7775894923323,925.5690884714162,return_cruise,"[11180020.496928923, 2559170.2153359037, 273.0566101074219]","[11180015.586252403, 2559159.406027473, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
477,925.5690884714162,926.3605874505001,return_cruise,"[11180015.586252403, 2559159.406027473, 273.0566101074219]","[11180010.675575884, 2559148.5967190424, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
478,926.3605874505001,926.6999398350403,return_cruise,"[11180010.675575884, 2559148.5967190424, 273.0566101074219]","[11180008.570140716, 2559143.9622663297, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
479,926.6999398350403,927.0392922195804,return_cruise,"[11180008.570140716, 2559143.9622663297, 273.0566101074219]","[11180006.464705545, 2559139.327813616, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
480,927.0392922195804,928.1701435831754,return_cruise,"[11180006.464705545, 2559139.327813616, 273.0566101074219]","[11179999.448593857, 2559123.884052473, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
481,928.1701435831754,929.3009949467705,return_cruise,"[11179999.448593857, 2559123.884052473, 273.0566101074219]","[11179992.432482172, 2559108.4402913293, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
482,929.3009949467705,930.1219796222969,return_cruise,"[11179992.432482172, 2559108.4402913293, 273.0566101074219]","[11179987.33886831, 2559097.228303937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
483,930.1219796222969,930.9429642978232,return_cruise,"[11179987.33886831, 2559097.228303937, 273.0566101074219]","[11179982.245254453, 2559086.0163165447, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
484,930.9429642978232,931.2528309859065,return_cruise,"[11179982.245254453, 2559086.0163165447, 273.0566101074219]","[11179980.322756624, 2559081.7845427934, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
485,931.2528309859065,931.5626976739898,return_cruise,"[11179980.322756624, 2559081.7845427934, 273.0566101074219]","[11179978.400258794, 2559077.552769042, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
486,931.5626976739898,932.6935490375993,return_cruise,"[11179978.400258794, 2559077.552769042, 273.0566101074219]","[11179971.384147106, 2559062.1090078987, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
487,932.6935490375993,933.8244004012089,return_cruise,"[11179971.384147106, 2559062.1090078987, 273.0566101074219]","[11179964.368035419, 2559046.665246755, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
488,933.8244004012089,934.6748707734121,return_cruise,"[11179964.368035419, 2559046.665246755, 273.0566101074219]","[11179959.091484217, 2559035.0505803977, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
489,934.6748707734121,935.5253411456152,return_cruise,"[11179959.091484217, 2559035.0505803977, 273.0566101074219]","[11179953.814933019, 2559023.43591404, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
490,935.5253411456152,935.8057221370073,return_cruise,"[11179953.814933019, 2559023.43591404, 273.0566101074219]","[11179952.075372532, 2559019.6068192543, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
491,935.8057221370073,936.0861031283991,return_cruise,"[11179952.075372532, 2559019.6068192543, 273.0566101074219]","[11179950.33581204, 2559015.777724468, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
492,936.0861031283991,937.2169544920088,return_cruise,"[11179950.33581204, 2559015.777724468, 273.0566101074219]","[11179943.319700355, 2559000.3339633243, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
493,937.2169544920088,938.3478058556183,return_cruise,"[11179943.319700355, 2559000.3339633243, 273.0566101074219]","[11179936.303588666, 2558984.890202181, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
494,938.3478058556183,939.2277619242783,return_cruise,"[11179936.303588666, 2558984.890202181, 273.0566101074219]","[11179930.844100127, 2558972.872856862, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
495,939.2277619242783,940.1077179929383,return_cruise,"[11179930.844100127, 2558972.872856862, 273.0566101074219]","[11179925.384611588, 2558960.8555115424, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
496,940.1077179929383,940.3586132878878,return_cruise,"[11179925.384611588, 2558960.8555115424, 273.0566101074219]","[11179923.827988438, 2558957.429095718, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
497,940.3586132878878,940.6095085828374,return_cruise,"[11179923.827988438, 2558957.429095718, 273.0566101074219]","[11179922.27136529, 2558954.0026798937, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
498,940.6095085828374,941.7403599464325,return_cruise,"[11179922.27136529, 2558954.0026798937, 273.0566101074219]","[11179915.2552536, 2558938.5589187504, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
499,941.7403599464325,942.8712113100275,return_cruise,"[11179915.2552536, 2558938.5589187504, 273.0566101074219]","[11179908.239141913, 2558923.115157607, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
500,942.8712113100275,943.7806530752616,return_cruise,"[11179908.239141913, 2558923.115157607, 273.0566101074219]","[11179902.596716033, 2558910.6951333242, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
501,943.7806530752616,944.6900948404957,return_cruise,"[11179902.596716033, 2558910.6951333242, 273.0566101074219]","[11179896.954290157, 2558898.2751090415, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
502,944.6900948404957,944.9115044388857,return_cruise,"[11179896.954290157, 2558898.2751090415, 273.0566101074219]","[11179895.580604346, 2558895.2513721804, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
503,944.9115044388857,945.1329140372756,return_cruise,"[11179895.580604346, 2558895.2513721804, 273.0566101074219]","[11179894.206918538, 2558892.2276353193, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
504,945.1329140372756,946.2637654008706,return_cruise,"[11179894.206918538, 2558892.2276353193, 273.0566101074219]","[11179887.190806849, 2558876.783874176, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
505,946.2637654008706,947.3946167644657,return_cruise,"[11179887.190806849, 2558876.783874176, 273.0566101074219]","[11179880.17469516, 2558861.3401130326, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
506,947.3946167644657,948.3335442262594,return_cruise,"[11179880.17469516, 2558861.3401130326, 273.0566101074219]","[11179874.349331941, 2558848.5174097866, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
507,948.3335442262594,949.2724716880531,return_cruise,"[11179874.349331941, 2558848.5174097866, 273.0566101074219]","[11179868.523968725, 2558835.69470654, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
508,949.2724716880531,949.4643955898545,return_cruise,"[11179868.523968725, 2558835.69470654, 273.0566101074219]","[11179867.333220256, 2558833.073648643, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
509,949.4643955898545,949.6563194916558,return_cruise,"[11179867.333220256, 2558833.073648643, 273.0566101074219]","[11179866.142471785, 2558830.452590746, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
510,949.6563194916558,950.7871708552799,return_cruise,"[11179866.142471785, 2558830.452590746, 273.0566101074219]","[11179859.126360098, 2558815.008829602, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
511,950.7871708552799,951.918022218904,return_cruise,"[11179859.126360098, 2558815.008829602, 273.0566101074219]","[11179852.11024841, 2558799.565068458, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
512,951.918022218904,952.8864353771401,return_cruise,"[11179852.11024841, 2558799.565068458, 273.0566101074219]","[11179846.101947851, 2558786.33968625, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
513,952.8864353771401,953.8548485353762,return_cruise,"[11179846.101947851, 2558786.33968625, 273.0566101074219]","[11179840.093647294, 2558773.1143040424, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
514,953.8548485353762,954.0172867407351,return_cruise,"[11179840.093647294, 2558773.1143040424, 273.0566101074219]","[11179839.085836165, 2558770.8959251065, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
515,954.0172867407351,954.1797249460941,return_cruise,"[11179839.085836165, 2558770.8959251065, 273.0566101074219]","[11179838.078025032, 2558768.6775461715, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
516,954.1797249460941,955.3105763097037,return_cruise,"[11179838.078025032, 2558768.6775461715, 273.0566101074219]","[11179831.061913343, 2558753.2337850276, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
517,955.3105763097037,956.4414276733132,return_cruise,"[11179831.061913343, 2558753.2337850276, 273.0566101074219]","[11179824.045801658, 2558737.7900238843, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
518,956.4414276733132,957.4393265281234,return_cruise,"[11179824.045801658, 2558737.7900238843, 273.0566101074219]","[11179817.85456376, 2558724.1619627126, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
519,957.4393265281234,958.4372253829335,return_cruise,"[11179817.85456376, 2558724.1619627126, 273.0566101074219]","[11179811.663325861, 2558710.533901541, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
520,958.4372253829335,958.5701778917329,return_cruise,"[11179811.663325861, 2558710.533901541, 273.0566101074219]","[11179810.838452071, 2558708.718201569, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
521,958.5701778917329,958.7031304005322,return_cruise,"[11179810.838452071, 2558708.718201569, 273.0566101074219]","[11179810.01357828, 2558706.9025015966, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
522,958.7031304005322,959.8339817641273,return_cruise,"[11179810.01357828, 2558706.9025015966, 273.0566101074219]","[11179802.997466592, 2558691.4587404537, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
523,959.8339817641273,960.9648331277224,return_cruise,"[11179802.997466592, 2558691.4587404537, 273.0566101074219]","[11179795.981354903, 2558676.0149793103, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
524,960.9648331277224,961.9922176791066,return_cruise,"[11179795.981354903, 2558676.0149793103, 273.0566101074219]","[11179789.607179666, 2558661.984239175, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
525,961.9922176791066,963.0196022304908,return_cruise,"[11179789.607179666, 2558661.984239175, 273.0566101074219]","[11179783.23300443, 2558647.95349904, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
526,963.0196022304908,963.1230690427305,return_cruise,"[11179783.23300443, 2558647.95349904, 273.0566101074219]","[11179782.59106798, 2558646.540478031, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
527,963.1230690427305,963.2265358549703,return_cruise,"[11179782.59106798, 2558646.540478031, 273.0566101074219]","[11179781.949131528, 2558645.1274570227, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
528,963.2265358549703,964.3573872185653,return_cruise,"[11179781.949131528, 2558645.1274570227, 273.0566101074219]","[11179774.933019841, 2558629.683695879, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
529,964.3573872185653,965.4882385821604,return_cruise,"[11179774.933019841, 2558629.683695879, 273.0566101074219]","[11179767.91690815, 2558614.239934736, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
530,965.4882385821604,966.545108829987,return_cruise,"[11179767.91690815, 2558614.239934736, 273.0566101074219]","[11179761.359795576, 2558599.806515639, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
531,966.545108829987,967.6019790778137,return_cruise,"[11179761.359795576, 2558599.806515639, 273.0566101074219]","[11179754.802683, 2558585.3730965424, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
532,967.6019790778137,967.6759601935821,return_cruise,"[11179754.802683, 2558585.3730965424, 273.0566101074219]","[11179754.343683887, 2558584.3627544953, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
533,967.6759601935821,967.7499413093506,return_cruise,"[11179754.343683887, 2558584.3627544953, 273.0566101074219]","[11179753.884684777, 2558583.3524124487, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
534,967.7499413093506,968.8807926729746,return_cruise,"[11179753.884684777, 2558583.3524124487, 273.0566101074219]","[11179746.868573088, 2558567.9086513054, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
535,968.8807926729746,970.0116440365987,return_cruise,"[11179746.868573088, 2558567.9086513054, 273.0566101074219]","[11179739.852461401, 2558552.464890161, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
536,970.0116440365987,971.0979999809849,return_cruise,"[11179739.852461401, 2558552.464890161, 273.0566101074219]","[11179733.112411484, 2558537.6287921015, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
537,971.0979999809849,972.1843559253712,return_cruise,"[11179733.112411484, 2558537.6287921015, 273.0566101074219]","[11179726.372361567, 2558522.792694041, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
538,972.1843559253712,972.22885134458,return_cruise,"[11179726.372361567, 2558522.792694041, 273.0566101074219]","[11179726.096299795, 2558522.185030958, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
539,972.22885134458,972.2733467637888,return_cruise,"[11179726.096299795, 2558522.185030958, 273.0566101074219]","[11179725.820238024, 2558521.577367875, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
540,972.2733467637888,973.4041981273984,return_cruise,"[11179725.820238024, 2558521.577367875, 273.0566101074219]","[11179718.804126335, 2558506.133606731, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
541,973.4041981273984,974.535049491008,return_cruise,"[11179718.804126335, 2558506.133606731, 273.0566101074219]","[11179711.788014647, 2558490.6898455876, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
542,974.535049491008,975.6508911319683,return_cruise,"[11179711.788014647, 2558490.6898455876, 273.0566101074219]","[11179704.865027392, 2558475.451068564, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
543,975.6508911319683,976.7667327729285,return_cruise,"[11179704.865027392, 2558475.451068564, 273.0566101074219]","[11179697.942040134, 2558460.21229154, 273.0566101074219]",3,phase_transition+DEM_route_cell_boundary
