route,visit_order,box_set,drone_type,hard_deadline_ok,payload_ok,reserve_ok,relay_block_count,feasible_block_count,worst_block_joint_margin,communication_geometry_pass,relay_chain_ok,component_ok,route_feasible,transport_energy,relay_energy,total_energy,makespan
O01->S009->S014->S008->O01,S009->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.666920498193244,0.0,5.666920498193244,3227.1795031240194
O01->S009->S014->S008->O01,S009->S014->S008,"[""S008-MED-01"", ""S009-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,9.89438689055526,0.0,9.89438689055526,3323.8133847565064
O01->S009->S014->S008->O01,S009->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,10.349823146818634,0.0,10.349823146818634,3389.8133847565064
O01->S009->S008->S014->O01,S009->S008->S014,"[""S008-MED-01"", ""S009-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.220641165970239,0.0,4.220641165970239,2939.754838204641
O01->S009->S008->S014->O01,S009->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.695648033764335,0.0,4.695648033764335,2999.754838204641
O01->S009->S008->S014->O01,S009->S008->S014,"[""S008-MED-01"", ""S009-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,8.66614474469175,0.0,8.66614474469175,3105.536323189993
O01->S009->S008->S014->O01,S009->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,8.90036165846514,0.0,8.90036165846514,3171.536323189993
O01->S010->S014->S008->O01,S010->S014->S008,"[""S008-MED-01"", ""S010-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-8.85715207797773,False,False,False,False,3.969521595905515,0.0,3.969521595905515,2803.3810402593767
O01->S010->S014->S008->O01,S010->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-8.85715207797773,False,False,False,False,4.628661665405081,0.0,4.628661665405081,2863.3810402593767
O01->S010->S014->S008->O01,S010->S014->S008,"[""S008-MED-01"", ""S010-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-8.85715207797773,False,False,False,False,8.177827687499626,0.0,8.177827687499626,2960.9479876877626
O01->S010->S014->S008->O01,S010->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-8.85715207797773,False,False,False,False,8.52745647599559,0.0,8.52745647599559,3026.9479876877626
O01->S010->S008->S014->O01,S010->S008->S014,"[""S008-MED-01"", ""S010-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.741269566580114,0.0,4.741269566580114,3236.905611195589
O01->S010->S008->S014->O01,S010->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.3393257210329566,0.0,5.3393257210329566,3296.905611195589
O01->S010->S008->S014->O01,S010->S008->S014,"[""S008-MED-01"", ""S010-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,9.734262067988958,0.0,9.734262067988958,3419.5666900937003
O01->S010->S008->S014->O01,S010->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S010-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,10.034019243376129,0.0,10.034019243376129,3485.5666900937003
O01->S013->S014->S008->O01,S013->S014->S008,"[""S008-MED-01"", ""S013-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-8.85715207797773,False,False,False,False,4.1737799509009434,0.0,4.1737799509009434,2870.0361999269294
O01->S013->S014->S008->O01,S013->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S014-MED-01""]",B,True,True,False,10,5,-8.85715207797773,False,False,False,False,4.886137701775366,0.0,4.886137701775366,2930.0361999269294
O01->S013->S014->S008->O01,S013->S014->S008,"[""S008-MED-01"", ""S013-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-8.85715207797773,False,False,False,False,8.616798563197886,0.0,8.616798563197886,3020.7934865073335
O01->S013->S014->S008->O01,S013->S014->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S014-MED-01""]",C,True,True,False,10,5,-8.85715207797773,False,False,False,False,8.99164633618341,0.0,8.99164633618341,3086.7934865073335
O01->S013->S008->S014->O01,S013->S008->S014,"[""S008-MED-01"", ""S013-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.534829244306686,0.0,4.534829244306686,3071.2008476080464
O01->S013->S008->S014->O01,S013->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S014-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.082877884545866,0.0,5.082877884545866,3131.2008476080464
O01->S013->S008->S014->O01,S013->S008->S014,"[""S008-MED-01"", ""S013-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,9.334652948372739,0.0,9.334652948372739,3233.983275586562
O01->S013->S008->S014->O01,S013->S008->S014,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S014-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,9.606260412694139,0.0,9.606260412694139,3299.983275586562
O01->S014->S008->S015->O01,S014->S008->S015,"[""S008-MED-01"", ""S014-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.226713220709339,0.0,4.226713220709339,3148.6308540430223
O01->S014->S008->S015->O01,S014->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S014-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,4.932978172017361,0.0,4.932978172017361,3208.6308540430223
O01->S014->S008->S015->O01,S014->S008->S015,"[""S008-MED-01"", ""S014-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,8.543200314788855,0.0,8.543200314788855,3373.7291572656786
O01->S014->S008->S015->O01,S014->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S014-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,8.903037684032277,0.0,8.903037684032277,3439.7291572656786
O01->S008->S014->S015->O01,S008->S014->S015,"[""S008-MED-01"", ""S014-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.517569050219558,0.0,5.517569050219558,3548.8507003313634
O01->S008->S014->S015->O01,S008->S014->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S014-MED-01"", ""S015-MED-01""]",B,True,True,False,10,4,-8.85715207797773,False,False,False,False,5.910713187269882,0.0,5.910713187269882,3608.8507003313634
O01->S008->S014->S015->O01,S008->S014->S015,"[""S008-MED-01"", ""S014-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,11.346276367567274,0.0,11.346276367567274,3723.833367364241
O01->S008->S014->S015->O01,S008->S014->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S014-MED-01"", ""S015-MED-01""]",C,True,True,False,10,4,-8.85715207797773,False,False,False,False,11.533389624656445,0.0,11.533389624656445,3789.833367364241
