service_area,candidate_rank,x,y,altitude,access_margin,backhaul_margin,joint_margin,relay_energy_ok,valid,source,candidate_count_total
S004,44,109.23639375857142,23.061003652857142,637.35302734375,0.2054635811354899,0.5508562369748233,0.2054635811354899,True,True,local_refine,2919
S004,45,109.23439375857143,23.061003652857142,539.6448669433594,0.2033352728644786,0.5856627582315213,0.2033352728644786,True,True,local_refine,2919
S004,46,109.23739375857143,23.061003652857142,516.0208740234375,0.19942395395645462,0.5480374990214045,0.19942395395645462,True,True,local_refine,2919
S004,47,109.23739375857143,23.061003652857142,541.0208740234375,0.1918968792034832,0.5456519847820829,0.1918968792034832,True,True,local_refine,2919
S004,48,109.23439375857143,23.061003652857142,564.6448669433594,0.18463224774245646,0.5831072656657454,0.18463224774245646,True,True,local_refine,2919
S004,49,109.23739375857143,23.061003652857142,566.0208740234375,0.18294242775176883,0.5431113084645318,0.18294242775176883,True,True,local_refine,2919
S004,50,109.23739375857143,23.061003652857142,591.0208740234375,0.17256943791237234,0.5404157430090066,0.17256943791237234,True,True,local_refine,2919
S008,1,109.21714400714285,23.061268005714286,365.32928466796875,-0.4417427993802221,0.3310224197653753,-0.4417427993802221,True,False,local_refine,2844
S008,2,109.21714400714285,23.061268005714286,390.32928466796875,-0.4419882426609263,0.3296509622652479,-0.4419882426609263,True,False,local_refine,2844
S008,3,109.21714400714285,23.061268005714286,340.32928466796875,-0.442744452097827,0.33224525472674316,-0.442744452097827,True,False,local_refine,2844
S008,4,109.21714400714285,23.061268005714286,415.32928466796875,-0.44348057054702394,0.32813102309441433,-0.44348057054702394,True,False,local_refine,2844
S008,5,109.21714400714285,23.061268005714286,315.32928466796875,-0.44499233829554896,0.33331934145937225,-0.44499233829554896,True,False,local_refine,2844
S008,6,109.21714400714285,23.061268005714286,440.32928466796875,-0.44621849834103955,0.32646275825084103,-0.44621849834103955,True,False,local_refine,2844
S008,7,109.21714400714285,23.061268005714286,290.32928466796875,-0.4484845240180704,0.33424456949430237,-0.4484845240180704,True,False,local_refine,2844
S008,8,109.21714400714285,23.061268005714286,465.32928466796875,-0.45019967172427755,0.3246463388091456,-0.45019967172427755,True,False,local_refine,2844
S008,9,109.21714400714285,23.061268005714286,265.32928466796875,-0.45321800941249535,0.3350208436214501,-0.45321800941249535,True,False,local_refine,2844
S008,10,109.21714400714285,23.061268005714286,490.32928466796875,-0.4554206734950128,0.32268195086237483,-0.4554206734950128,True,False,local_refine,2844
S008,11,109.21857506666667,23.061577486666668,383.56805419921875,-0.45687891851439133,0.3281990008542266,-0.45687891851439133,True,False,local_refine,2844
S008,12,109.21857506666667,23.061577486666668,358.56805419921875,-0.4569704569977091,0.32952971353088856,-0.4569704569977091,True,False,local_refine,2844
S008,13,109.21857506666667,23.061577486666668,408.56805419921875,-0.4580301056681009,0.3267198295485372,-0.4580301056681009,True,False,local_refine,2844
S008,14,109.21857506666667,23.061577486666668,333.56805419921875,-0.45830464255101333,0.3307118309264325,-0.45830464255101333,True,False,local_refine,2844
S008,15,109.21857506666667,23.061577486666668,433.56805419921875,-0.46042303068179535,0.32509235139661996,-0.46042303068179535,True,False,local_refine,2844
S008,16,109.21857506666667,23.061577486666668,308.56805419921875,-0.46088033048791033,0.33174523156614555,-0.46088033048791033,True,False,local_refine,2844
S008,17,109.21857506666667,23.061577486666668,458.56805419921875,-0.4640556422575344,0.32331673326017096,-0.4640556422575344,True,False,local_refine,2844
