primitive_interval,start,end,phase,direct_available,relay_required,direct_margin_lower_bound_db,transport_start_xyz,transport_end_xyz
1110,1481.2802536726542,1482.3378148497331,return_cruise,True,False,4.865149066747875,"[11179171.875849236, 2560621.928883397, 372.9093322753906]","[11179175.500523219, 2560606.485122253, 372.9093322753906]"
1111,1482.3378148497331,1483.395376026812,return_cruise,True,False,4.926035122308079,"[11179175.500523219, 2560606.485122253, 372.9093322753906]","[11179179.125197204, 2560591.0413611103, 372.9093322753906]"
1112,1483.395376026812,1484.4269274951193,return_cruise,True,False,4.98734658479799,"[11179179.125197204, 2560591.0413611103, 372.9093322753906]","[11179182.660725785, 2560575.977424546, 372.9093322753906]"
1113,1484.4269274951193,1485.4584789634266,return_cruise,True,False,5.047565650290053,"[11179182.660725785, 2560575.977424546, 372.9093322753906]","[11179186.196254367, 2560560.9134879825, 372.9093322753906]"
1114,1485.4584789634266,1485.4844886722253,return_cruise,True,False,5.108200697919983,"[11179186.196254367, 2560560.9134879825, 372.9093322753906]","[11179186.285399767, 2560560.533663403, 372.9093322753906]"
1115,1485.4844886722253,1485.510498381024,return_cruise,True,False,5.109734986246991,"[11179186.285399767, 2560560.533663403, 372.9093322753906]","[11179186.374545166, 2560560.1538388226, 372.9093322753906]"
1116,1485.510498381024,1486.568059558103,return_cruise,True,False,5.111269542763168,"[11179186.374545166, 2560560.1538388226, 372.9093322753906]","[11179189.99921915, 2560544.710077679, 372.9093322753906]"
1117,1486.568059558103,1487.6256207351819,return_cruise,True,False,5.173893255503657,"[11179189.99921915, 2560544.710077679, 372.9093322753906]","[11179193.623893132, 2560529.2663165354, 372.9093322753906]"
1118,1487.6256207351819,1488.6831819122742,return_cruise,True,False,5.236966816603427,"[11179193.623893132, 2560529.2663165354, 372.9093322753906]","[11179197.248567116, 2560513.822555392, 372.9093322753906]"
1119,1488.6831819122742,1489.7407430893666,return_cruise,True,False,5.300496661602054,"[11179197.248567116, 2560513.822555392, 372.9093322753906]","[11179200.873241099, 2560498.378794248, 372.9093322753906]"
1120,1489.7407430893666,1490.798304266459,return_cruise,True,False,5.364489363436718,"[11179200.873241099, 2560498.378794248, 372.9093322753906]","[11179204.49791508, 2560482.935033105, 372.9093322753906]"
1121,1490.798304266459,1491.8558654435512,return_cruise,True,False,5.428951636321258,"[11179204.49791508, 2560482.935033105, 372.9093322753906]","[11179208.122589061, 2560467.491271961, 372.9093322753906]"
1122,1491.8558654435512,1492.8046906204995,return_cruise,True,False,5.493890339786859,"[11179208.122589061, 2560467.491271961, 372.9093322753906]","[11179211.37458243, 2560453.6354027055, 372.9093322753906]"
1123,1492.8046906204995,1493.7535157974478,return_cruise,True,False,5.55256342362722,"[11179211.37458243, 2560453.6354027055, 372.9093322753906]","[11179214.626575798, 2560439.77953345, 372.9093322753906]"
1124,1493.7535157974478,1493.8622517975782,return_cruise,True,False,5.611630810328634,"[11179214.626575798, 2560439.77953345, 372.9093322753906]","[11179214.999256413, 2560438.191641562, 372.9093322753906]"
1125,1493.8622517975782,1493.9709877977086,return_cruise,True,False,5.618425391474432,"[11179214.999256413, 2560438.191641562, 372.9093322753906]","[11179215.371937029, 2560436.6037496747, 372.9093322753906]"
1126,1493.9709877977086,1495.0285489748146,return_cruise,True,False,5.625225228226853,"[11179215.371937029, 2560436.6037496747, 372.9093322753906]","[11179218.996611012, 2560421.1599885304, 372.9093322753906]"
1127,1495.0285489748146,1496.0861101519206,return_cruise,True,False,5.69163589701688,"[11179218.996611012, 2560421.1599885304, 372.9093322753906]","[11179222.621284993, 2560405.716227387, 372.9093322753906]"
1128,1496.0861101519206,1497.1436713289995,return_cruise,True,False,5.758551973097681,"[11179222.621284993, 2560405.716227387, 372.9093322753906]","[11179226.245958975, 2560390.2724662432, 372.9093322753906]"
1129,1497.1436713289995,1498.2012325060784,return_cruise,True,False,5.825981108057846,"[11179226.245958975, 2560390.2724662432, 372.9093322753906]","[11179229.870632958, 2560374.8287051, 372.9093322753906]"
1130,1498.2012325060784,1499.2587936831574,return_cruise,True,False,5.893931126118503,"[11179229.870632958, 2560374.8287051, 372.9093322753906]","[11179233.49530694, 2560359.384943957, 372.9093322753906]"
1131,1499.2587936831574,1500.3163548602363,return_cruise,True,False,5.962410029294759,"[11179233.49530694, 2560359.384943957, 372.9093322753906]","[11179237.119980926, 2560343.941182813, 372.9093322753906]"
1132,1500.3163548602363,1501.1824537462771,return_cruise,True,False,6.0314260027470965,"[11179237.119980926, 2560343.941182813, 372.9093322753906]","[11179240.088439077, 2560331.293380859, 372.9093322753906]"
1133,1501.1824537462771,1502.048552632318,return_cruise,True,False,6.08835311041247,"[11179240.088439077, 2560331.293380859, 372.9093322753906]","[11179243.05689723, 2560318.6455789036, 372.9093322753906]"
1134,1502.048552632318,1502.240014923383,return_cruise,True,False,6.145650736553307,"[11179243.05689723, 2560318.6455789036, 372.9093322753906]","[11179243.71311306, 2560315.8496197145, 372.9093322753906]"
1135,1502.240014923383,1502.4314772144478,return_cruise,True,False,6.158367597064483,"[11179243.71311306, 2560315.8496197145, 372.9093322753906]","[11179244.369328888, 2560313.0536605255, 372.9093322753906]"
1136,1502.4314772144478,1503.4890383915267,return_cruise,True,False,6.1711028501946,"[11179244.369328888, 2560313.0536605255, 372.9093322753906]","[11179247.994002871, 2560297.609899382, 372.9093322753906]"
1137,1503.4890383915267,1504.5465995686056,return_cruise,True,False,6.241781061086272,"[11179247.994002871, 2560297.609899382, 372.9093322753906]","[11179251.618676854, 2560282.1661382387, 372.9093322753906]"
1138,1504.5465995686056,1505.6041607456846,return_cruise,True,False,6.313031028187893,"[11179251.618676854, 2560282.1661382387, 372.9093322753906]","[11179255.243350837, 2560266.7223770954, 372.9093322753906]"
1139,1505.6041607456846,1506.6617219227635,return_cruise,True,False,6.384861939720722,"[11179255.243350837, 2560266.7223770954, 372.9093322753906]","[11179258.86802482, 2560251.278615952, 372.9093322753906]"
1140,1506.6617219227635,1507.7192830998695,return_cruise,True,False,6.457283203582094,"[11179258.86802482, 2560251.278615952, 372.9093322753906]","[11179262.492698802, 2560235.834854808, 372.9093322753906]"
1141,1507.7192830998695,1508.7768442769752,return_cruise,True,False,6.530304454275978,"[11179262.492698802, 2560235.834854808, 372.9093322753906]","[11179266.117372785, 2560220.3910936643, 372.9093322753906]"
1142,1508.7768442769752,1509.5602168716573,return_cruise,True,False,6.603935560114664,"[11179266.117372785, 2560220.3910936643, 372.9093322753906]","[11179268.802295722, 2560208.9513590178, 372.9093322753906]"
1143,1509.5602168716573,1510.3435894663394,return_cruise,True,False,6.658875824227877,"[11179268.802295722, 2560208.9513590178, 372.9093322753906]","[11179271.487218661, 2560197.5116243707, 372.9093322753906]"
1144,1510.3435894663394,1510.6177780487362,return_cruise,True,False,6.714160447255779,"[11179271.487218661, 2560197.5116243707, 372.9093322753906]","[11179272.426969705, 2560193.5075978744, 372.9093322753906]"
1145,1510.6177780487362,1510.891966631133,return_cruise,True,False,6.733592788568089,"[11179272.426969705, 2560193.5075978744, 372.9093322753906]","[11179273.36672075, 2560189.5035713776, 372.9093322753906]"
1146,1510.891966631133,1511.9495278082254,return_cruise,True,False,6.753068024677873,"[11179273.36672075, 2560189.5035713776, 372.9093322753906]","[11179276.991394732, 2560174.0598102342, 372.9093322753906]"
1147,1511.9495278082254,1513.0070889853178,return_cruise,True,False,6.828590357882632,"[11179276.991394732, 2560174.0598102342, 372.9093322753906]","[11179280.616068717, 2560158.6160490904, 372.9093322753906]"
1148,1513.0070889853178,1514.06465016241,return_cruise,True,False,6.904764511690956,"[11179280.616068717, 2560158.6160490904, 372.9093322753906]","[11179284.240742698, 2560143.172287947, 372.9093322753906]"
1149,1514.06465016241,1515.1222113395024,return_cruise,True,False,6.9816016417719595,"[11179284.240742698, 2560143.172287947, 372.9093322753906]","[11179287.86541668, 2560127.728526803, 372.9093322753906]"
1150,1515.1222113395024,1516.1797725165814,return_cruise,True,False,7.059113187222991,"[11179287.86541668, 2560127.728526803, 372.9093322753906]","[11179291.490090664, 2560112.28476566, 372.9093322753906]"
1151,1516.1797725165814,1517.2373336936603,return_cruise,True,False,7.137310880011654,"[11179291.490090664, 2560112.28476566, 372.9093322753906]","[11179295.114764646, 2560096.8410045165, 372.9093322753906]"
1152,1517.2373336936603,1517.9379799970106,return_cruise,True,False,7.216206754838893,"[11179295.114764646, 2560096.8410045165, 372.9093322753906]","[11179297.516152369, 2560086.609337177, 372.9093322753906]"
1153,1517.9379799970106,1518.6386263003608,return_cruise,True,False,7.268866691025835,"[11179297.516152369, 2560086.609337177, 372.9093322753906]","[11179299.917540092, 2560076.377669838, 372.9093322753906]"
1154,1518.6386263003608,1518.9955411741164,return_cruise,True,False,7.321842155617915,"[11179299.917540092, 2560076.377669838, 372.9093322753906]","[11179301.140826352, 2560071.1655760333, 372.9093322753906]"
1155,1518.9955411741164,1519.352456047872,return_cruise,True,False,7.348950787503227,"[11179301.140826352, 2560071.1655760333, 372.9093322753906]","[11179302.364112612, 2560065.953482229, 372.9093322753906]"
1156,1519.352456047872,1520.410017224951,return_cruise,True,False,7.3761427651885185,"[11179302.364112612, 2560065.953482229, 372.9093322753906]","[11179305.988786593, 2560050.5097210854, 372.9093322753906]"
1157,1520.410017224951,1521.4675784020299,return_cruise,True,False,7.457208578376978,"[11179305.988786593, 2560050.5097210854, 372.9093322753906]","[11179309.613460576, 2560035.065959942, 372.9093322753906]"
1158,1521.4675784020299,1522.5251395791088,return_cruise,True,False,7.5390239517142135,"[11179309.613460576, 2560035.065959942, 372.9093322753906]","[11179313.238134557, 2560019.6221987987, 372.9093322753906]"
1159,1522.5251395791088,1523.5827007561877,return_cruise,True,False,7.621602596470282,"[11179313.238134557, 2560019.6221987987, 372.9093322753906]","[11179316.862808542, 2560004.1784376553, 372.9093322753906]"
1160,1523.5827007561877,1524.6402619332935,return_cruise,True,False,7.704958595107101,"[11179316.862808542, 2560004.1784376553, 372.9093322753906]","[11179320.487482524, 2559988.7346765115, 372.9093322753906]"
1161,1524.6402619332935,1525.6978231103994,return_cruise,True,False,7.789106414417617,"[11179320.487482524, 2559988.7346765115, 372.9093322753906]","[11179324.112156508, 2559973.2909153677, 372.9093322753906]"
1162,1525.6978231103994,1526.315743122815,return_cruise,True,False,7.874060919285384,"[11179324.112156508, 2559973.2909153677, 372.9093322753906]","[11179326.230009016, 2559964.26731533, 372.9093322753906]"
1163,1526.315743122815,1526.9336631352307,return_cruise,True,False,7.924078233384847,"[11179326.230009016, 2559964.26731533, 372.9093322753906]","[11179328.347861527, 2559955.243715292, 372.9093322753906]"
1164,1526.9336631352307,1527.3733042998938,return_cruise,True,False,7.974379265541685,"[11179328.347861527, 2559955.243715292, 372.9093322753906]","[11179329.854682999, 2559948.823554186, 372.9093322753906]"
1165,1527.3733042998938,1527.8129454645568,return_cruise,True,False,8.01034220457504,"[11179329.854682999, 2559948.823554186, 372.9093322753906]","[11179331.36150447, 2559942.403393081, 372.9093322753906]"
1166,1527.8129454645568,1528.8705066416492,return_cruise,True,False,8.046451522173399,"[11179331.36150447, 2559942.403393081, 372.9093322753906]","[11179334.986178454, 2559926.959631937, 372.9093322753906]"
1167,1528.8705066416492,1529.9280678187415,return_cruise,True,False,8.13391947249788,"[11179334.986178454, 2559926.959631937, 372.9093322753906]","[11179338.610852437, 2559911.5158707937, 372.9093322753906]"
1168,1529.9280678187415,1530.9856289958338,return_cruise,True,False,8.222257844888858,"[11179338.610852437, 2559911.5158707937, 372.9093322753906]","[11179342.235526422, 2559896.0721096504, 372.9093322753906]"
1169,1530.9856289958338,1532.0431901729262,return_cruise,True,False,8.31148372263047,"[11179342.235526422, 2559896.0721096504, 372.9093322753906]","[11179345.860200403, 2559880.6283485065, 372.9093322753906]"
1170,1532.0431901729262,1533.100751350005,return_cruise,True,False,8.401614683145212,"[11179345.860200403, 2559880.6283485065, 372.9093322753906]","[11179349.484874386, 2559865.184587363, 372.9093322753906]"
1171,1533.100751350005,1534.158312527084,return_cruise,True,False,8.492668816623237,"[11179349.484874386, 2559865.184587363, 372.9093322753906]","[11179353.109548368, 2559849.74082622, 372.9093322753906]"
1172,1534.158312527084,1534.693506248168,return_cruise,True,False,8.584664745471358,"[11179353.109548368, 2559849.74082622, 372.9093322753906]","[11179354.943865662, 2559841.9252934894, 372.9093322753906]"
1173,1534.693506248168,1535.228699969252,return_cruise,True,False,8.631585563849825,"[11179354.943865662, 2559841.9252934894, 372.9093322753906]","[11179356.778182955, 2559834.109760759, 372.9093322753906]"
1174,1535.228699969252,1535.7510674252737,return_cruise,True,False,8.678755019062748,"[11179356.778182955, 2559834.109760759, 372.9093322753906]","[11179358.568539644, 2559826.4815323455, 372.9093322753906]"
1175,1535.7510674252737,1536.2734348812958,return_cruise,True,False,8.725036264697565,"[11179358.568539644, 2559826.4815323455, 372.9093322753906]","[11179360.358896334, 2559818.853303932, 372.9093322753906]"
1176,1536.2734348812958,1537.3309960583747,return_cruise,True,False,8.77155926308184,"[11179360.358896334, 2559818.853303932, 372.9093322753906]","[11179363.983570317, 2559803.4095427888, 372.9093322753906]"
1177,1537.3309960583747,1538.3885572354536,return_cruise,True,False,8.866497945655894,"[11179363.983570317, 2559803.4095427888, 372.9093322753906]","[11179367.6082443, 2559787.9657816454, 372.9093322753906]"
1178,1538.3885572354536,1539.4461184125325,return_cruise,True,False,8.962458656828531,"[11179367.6082443, 2559787.9657816454, 372.9093322753906]","[11179371.23291828, 2559772.522020502, 372.9093322753906]"
1179,1539.4461184125325,1540.5036795896115,return_cruise,True,False,9.059463004871645,"[11179371.23291828, 2559772.522020502, 372.9093322753906]","[11179374.857592262, 2559757.0782593586, 372.9093322753906]"
1180,1540.5036795896115,1541.5612407667174,return_cruise,True,False,9.157533267478328,"[11179374.857592262, 2559757.0782593586, 372.9093322753906]","[11179378.482266247, 2559741.634498215, 372.9093322753906]"
1181,1541.5612407667174,1542.6188019438234,return_cruise,True,False,9.256692418500236,"[11179378.482266247, 2559741.634498215, 372.9093322753906]","[11179382.106940228, 2559726.190737071, 372.9093322753906]"
1182,1542.6188019438234,1543.0712693735486,return_cruise,True,False,9.356964155982553,"[11179382.106940228, 2559726.190737071, 372.9093322753906]","[11179383.65772231, 2559719.5832716483, 372.9093322753906]"
1183,1543.0712693735486,1543.5237368032738,return_cruise,True,False,9.400210308955707,"[11179383.65772231, 2559719.5832716483, 372.9093322753906]","[11179385.208504386, 2559712.975806226, 372.9093322753906]"
