primitive_interval,start,end,phase,direct_available,relay_required,direct_margin_lower_bound_db,transport_start_xyz,transport_end_xyz
679,1118.53676993118,1119.5943311082724,return_cruise,False,True,-5.77591035870806,"[11177928.612673197, 2565919.138955633, 372.9093322753906]","[11177932.237347178, 2565903.6951944893, 372.9093322753906]"
680,1119.5943311082724,1120.0355946810123,return_cruise,False,True,-5.757988287672703,"[11177932.237347178, 2565903.6951944893, 372.9093322753906]","[11177933.749729276, 2565897.2513410593, 372.9093322753906]"
681,1120.0355946810123,1120.4768582537522,return_cruise,False,True,-5.750499430260476,"[11177933.749729276, 2565897.2513410593, 372.9093322753906]","[11177935.262111373, 2565890.807487629, 372.9093322753906]"
682,1120.4768582537522,1121.0931558580912,return_cruise,False,True,-5.743004116063943,"[11177935.262111373, 2565890.807487629, 372.9093322753906]","[11177937.37440326, 2565881.807579916, 372.9093322753906]"
683,1121.0931558580912,1121.7094534624302,return_cruise,False,True,-5.73252484175454,"[11177937.37440326, 2565881.807579916, 372.9093322753906]","[11177939.486695144, 2565872.807672203, 372.9093322753906]"
684,1121.7094534624302,1122.7670146395362,return_cruise,False,True,-5.722032920212158,"[11177939.486695144, 2565872.807672203, 372.9093322753906]","[11177943.111369127, 2565857.3639110588, 372.9093322753906]"
685,1122.7670146395362,1123.8245758166422,return_cruise,False,True,-5.703999316524019,"[11177943.111369127, 2565857.3639110588, 372.9093322753906]","[11177946.73604311, 2565841.9201499154, 372.9093322753906]"
686,1123.8245758166422,1124.8821369937211,return_cruise,False,True,-5.685928226431315,"[11177946.73604311, 2565841.9201499154, 372.9093322753906]","[11177950.360717092, 2565826.4763887716, 372.9093322753906]"
687,1124.8821369937211,1125.9396981708,return_cruise,False,True,-5.667819493899913,"[11177950.360717092, 2565826.4763887716, 372.9093322753906]","[11177953.985391075, 2565811.0326276287, 372.9093322753906]"
688,1125.9396981708,1126.997259347879,return_cruise,False,True,-5.649672961921951,"[11177953.985391075, 2565811.0326276287, 372.9093322753906]","[11177957.610065056, 2565795.588866485, 372.9093322753906]"
689,1126.997259347879,1128.054820524958,return_cruise,False,True,-5.631488472504387,"[11177957.610065056, 2565795.588866485, 372.9093322753906]","[11177961.234739041, 2565780.1451053414, 372.9093322753906]"
690,1128.054820524958,1128.4133578063659,return_cruise,False,True,-5.613265866663639,"[11177961.234739041, 2565780.1451053414, 372.9093322753906]","[11177962.463585922, 2565774.9093192182, 372.9093322753906]"
691,1128.4133578063659,1128.7718950877738,return_cruise,False,True,-5.6070793090824935,"[11177962.463585922, 2565774.9093192182, 372.9093322753906]","[11177963.692432804, 2565769.6735330955, 372.9093322753906]"
692,1128.7718950877738,1129.4709189834716,return_cruise,False,True,-5.600888345897346,"[11177963.692432804, 2565769.6735330955, 372.9093322753906]","[11177966.088259904, 2565759.465558075, 372.9093322753906]"
693,1129.4709189834716,1130.1699428791696,return_cruise,False,True,-5.588805413773045,"[11177966.088259904, 2565759.465558075, 372.9093322753906]","[11177968.484087007, 2565749.257583054, 372.9093322753906]"
694,1130.1699428791696,1131.2275040562486,return_cruise,False,True,-5.576705664770515,"[11177968.484087007, 2565749.257583054, 372.9093322753906]","[11177972.108760988, 2565733.813821911, 372.9093322753906]"
695,1131.2275040562486,1132.2850652333275,return_cruise,False,True,-5.558367745718442,"[11177972.108760988, 2565733.813821911, 372.9093322753906]","[11177975.73343497, 2565718.370060767, 372.9093322753906]"
696,1132.2850652333275,1133.3426264104198,return_cruise,False,True,-5.539991064222988,"[11177975.73343497, 2565718.370060767, 372.9093322753906]","[11177979.358108953, 2565702.926299623, 372.9093322753906]"
697,1133.3426264104198,1134.4001875875122,return_cruise,False,True,-5.521575456215942,"[11177979.358108953, 2565702.926299623, 372.9093322753906]","[11177982.982782936, 2565687.4825384803, 372.9093322753906]"
698,1134.4001875875122,1135.4577487646045,return_cruise,False,True,-5.503120756587137,"[11177982.982782936, 2565687.4825384803, 372.9093322753906]","[11177986.607456919, 2565672.0387773365, 372.9093322753906]"
699,1135.4577487646045,1136.5153099416968,return_cruise,False,True,-5.484626799171011,"[11177986.607456919, 2565672.0387773365, 372.9093322753906]","[11177990.232130902, 2565656.595016193, 372.9093322753906]"
700,1136.5153099416968,1136.7911209321703,return_cruise,False,True,-5.466093416744968,"[11177990.232130902, 2565656.595016193, 372.9093322753906]","[11177991.17744257, 2565652.5672973716, 372.9093322753906]"
701,1136.7911209321703,1137.0669319226438,return_cruise,False,True,-5.461253424912115,"[11177991.17744257, 2565652.5672973716, 372.9093322753906]","[11177992.122754239, 2565648.53957855, 372.9093322753906]"
702,1137.0669319226438,1137.8486821092492,return_cruise,False,True,-5.456410737102459,"[11177992.122754239, 2565648.53957855, 372.9093322753906]","[11177994.802116552, 2565637.123536228, 372.9093322753906]"
703,1137.8486821092492,1138.6304322958547,return_cruise,False,True,-5.442670095481702,"[11177994.802116552, 2565637.123536228, 372.9093322753906]","[11177997.481478866, 2565625.707493906, 372.9093322753906]"
704,1138.6304322958547,1139.6879934729607,return_cruise,False,True,-5.42890770260675,"[11177997.481478866, 2565625.707493906, 372.9093322753906]","[11178001.10615285, 2565610.263732762, 372.9093322753906]"
705,1139.6879934729607,1140.7455546500667,return_cruise,False,True,-5.410255031060288,"[11178001.10615285, 2565610.263732762, 372.9093322753906]","[11178004.730826832, 2565594.8199716182, 372.9093322753906]"
706,1140.7455546500667,1141.8031158271456,return_cruise,False,True,-5.39156225481716,"[11178004.730826832, 2565594.8199716182, 372.9093322753906]","[11178008.355500814, 2565579.3762104753, 372.9093322753906]"
707,1141.8031158271456,1142.8606770042245,return_cruise,False,True,-5.372829201213648,"[11178008.355500814, 2565579.3762104753, 372.9093322753906]","[11178011.980174797, 2565563.9324493315, 372.9093322753906]"
708,1142.8606770042245,1143.9182381813034,return_cruise,False,True,-5.3540556964648545,"[11178011.980174797, 2565563.9324493315, 372.9093322753906]","[11178015.60484878, 2565548.488688188, 372.9093322753906]"
709,1143.9182381813034,1144.9757993583823,return_cruise,False,True,-5.335241565665072,"[11178015.60484878, 2565548.488688188, 372.9093322753906]","[11178019.229522761, 2565533.044927045, 372.9093322753906]"
710,1144.9757993583823,1145.168884057524,return_cruise,False,True,-5.316386632770673,"[11178019.229522761, 2565533.044927045, 372.9093322753906]","[11178019.891299216, 2565530.2252755314, 372.9093322753906]"
711,1145.168884057524,1145.3619687566659,return_cruise,False,True,-5.312939766395004,"[11178019.891299216, 2565530.2252755314, 372.9093322753906]","[11178020.553075671, 2565527.405624017, 372.9093322753906]"
712,1145.3619687566659,1146.22644523463,return_cruise,False,True,-5.309491532943895,"[11178020.553075671, 2565527.405624017, 372.9093322753906]","[11178023.515973197, 2565514.781514387, 372.9093322753906]"
713,1146.22644523463,1147.0909217125943,return_cruise,False,True,-5.294036353185206,"[11178023.515973197, 2565514.781514387, 372.9093322753906]","[11178026.478870727, 2565502.1574047576, 372.9093322753906]"
