primitive_index,start,end,phase,direct_available,relay_required,direct_margin
171,498.2293615691274,498.5439959719515,cruise,True,False,6.022524965314773
172,498.5439959719515,498.85863037477566,cruise,True,False,6.001879625783417
173,498.85863037477566,499.6580949854654,cruise,True,False,5.949639702648653
174,499.6580949854654,500.45755959615525,cruise,True,False,5.897710379648601
175,500.45755959615525,501.57165860966916,cruise,True,False,5.825855075236589
176,501.57165860966916,502.6857576231831,cruise,True,False,5.7545861982628566
177,502.6857576231831,503.25268283629873,cruise,True,False,5.7185421017471185
178,503.25268283629873,503.8196080494144,cruise,True,False,5.682646185497148
179,503.8196080494144,504.3667818498411,cruise,True,False,5.6481402613069065
180,504.3667818498411,504.9139556502679,cruise,True,False,5.613770175430119
181,504.9139556502679,506.02805466378186,cruise,True,False,5.544204809679499
182,506.02805466378186,507.1421536772957,cruise,True,False,5.475189417733574
183,507.1421536772957,507.96136970092823,cruise,True,False,5.42478710572739
184,507.96136970092823,508.78058572456075,cruise,True,False,5.374674169355288
185,508.78058572456075,509.0754687144422,cruise,True,False,5.356705833564121
186,509.0754687144422,509.3703517043236,cruise,True,False,5.33877441392859
