primitive_interval,dem_cell,entry_parameter,exit_parameter,los_height_entry,los_height_exit,minimum_los_height,dem_height,clearance_lower_bound,pass,obstructed
12,594610177,0.0,1.0,198.5182940263039,198.5182940263039,198.5182940263039,132.31642150878906,66.20187251751483,True,False
12,740339730,0.0,1.0,180.25013118810088,180.25013118810088,180.25013118810088,132.31642150878906,47.93370967931182,True,False
12,742300009,0.0,1.0,180.00439734269014,180.00439734269014,180.00439734269014,130.80474853515625,49.19964880753389,True,False
12,744260287,0.0,1.0,179.75866349727937,179.75866349727937,179.75866349727937,130.80474853515625,48.95391496212312,True,False
12,872130143,0.0,1.0,163.7293317486397,163.7293317486397,163.7293317486397,128.7255401611328,35.003791587506896,True,False
12,1000000000,0.0,1.0,147.7,147.7,147.7,128.7255401611328,18.974459838867176,True,False
12,124250242,0.0,1.0,257.48102102344444,257.48102102344444,257.48102102344444,140.24159240722656,117.23942861621788,True,False
12,248500483,0.0,1.0,241.90543193946706,241.90543193946706,241.90543193946706,140.24159240722656,101.6638395322405,True,False
12,253589576,0.0,1.0,241.26748047474933,241.26748047474933,241.26748047474933,135.11814880371094,106.1493316710384,True,False
12,258678669,0.0,1.0,240.6295290100316,240.6295290100316,240.6295290100316,135.11814880371094,105.51138020632067,True,False
12,388018004,0.0,1.0,224.4159884611291,224.4159884611291,224.4159884611291,133.5413055419922,90.87468291913692,True,False
12,517357339,0.0,1.0,208.2024479122266,208.2024479122266,208.2024479122266,133.5413055419922,74.66114237023442,True,False
12,644979960,0.0,1.0,192.20410871930744,192.20410871930744,192.20410871930744,132.31642150878906,59.88768721051838,True,False
12,772602582,0.0,1.0,176.20576952638825,176.20576952638825,176.20576952638825,132.31642150878906,43.88934801759919,True,False
12,774319295,0.0,1.0,175.9905681704049,175.9905681704049,175.9905681704049,130.80474853515625,45.18581963524866,True,False
12,776036008,0.0,1.0,175.7753668144216,175.7753668144216,175.7753668144216,130.80474853515625,44.97061827926535,True,False
12,888018004,0.0,1.0,161.7376834072108,161.7376834072108,161.7376834072108,128.7255401611328,33.01214324607798,True,False
13,0,0.0,1.0,273.0566101074219,273.0566101074219,273.0566101074219,144.3026123046875,128.75399780273438,True,False
13,124250242,0.0,1.0,257.48102102344444,257.48102102344444,257.48102102344444,140.24159240722656,117.23942861621788,True,False
13,248500483,0.0,1.0,241.90543193946706,241.90543193946706,241.90543193946706,140.24159240722656,101.6638395322405,True,False
13,253589576,0.0,1.0,241.26748047474933,241.26748047474933,241.26748047474933,135.11814880371094,106.1493316710384,True,False
13,258678669,0.0,1.0,240.6295290100316,240.6295290100316,240.6295290100316,135.11814880371094,105.51138020632067,True,False
